cSectionStatus,courseNumber,courseTitle,crn,department,description,distDesg,finalExam,instructorList,instructorUPI,meetingEndTimeList,meetingPattern,meetingPatternLocation,meetingStartTimeList,prerequisites,primXLst,schoolCode,schoolDescription,scndXLst,sectionNumber,sectionStatus,session,shortTitle,subjectCode,subjectNumber,syllabusLink,termCode
A,110,Elementary and Intermediate French I,11367,FREN,"<p>Intensive training and practice in all the language skills, with an initial emphasis on listening and speaking. Emphasis on communicative proficiency, self-expression, and cultural insights. Extensive use of audio and video material. Conducted entirely in French.&#160; To be followed by FREN 120.</p>",['YCL1'],61,['Rachel Watson'],['25442229'],[],['M-F 11.35-12.25'],['YK212 004'],[],"<p class=""prerequisites"">For students with no previous experience of French. Daily classroom attendance is required.</p>",,YC,Yale College,[],05,A,,Elementary&Intermed French I,FREN,FREN110,https://yale.instructure.com/courses/98274/assignments/syllabus,202403
A,121,Intermediate French,11368,FREN,"<p>Designed for initiated beginners, this course develops all the language skills with an emphasis on listening and speaking. Activities include role playing, self-expression, and discussion of cultural and literary texts. Emphasis on grammar review and acquisition of vocabulary. Frequent audio and video exercises.</p>",['YCL2'],61,['Candace Skorupa'],['10299319'],[],['M-F 9.25-10.15'],['WLH 203'],[],"<p class=""prerequisites"">Conducted entirely in French. Daily classroom attendance is required. Placement according to placement test score. Online preregistration required; see french.yale.edu for details.</p>",,YC,Yale College,[],01,A,,Intermediate French,FREN,FREN121,https://yale.instructure.com/courses/98279/assignments/syllabus,202403
A,121,Intermediate French,11371,FREN,"<p>Designed for initiated beginners, this course develops all the language skills with an emphasis on listening and speaking. Activities include role playing, self-expression, and discussion of cultural and literary texts. Emphasis on grammar review and acquisition of vocabulary. Frequent audio and video exercises.</p>",['YCL2'],61,['Candace Skorupa'],['10299319'],[],['M-F 10.30-11.20'],['WLH 203'],[],"<p class=""prerequisites"">Conducted entirely in French. Daily classroom attendance is required. Placement according to placement test score. Online preregistration required; see french.yale.edu for details.</p>",,YC,Yale College,[],02,A,,Intermediate French,FREN,FREN121,https://yale.instructure.com/courses/98284/assignments/syllabus,202403
A,125,Intensive Elementary French,11376,FREN,"<p>An accelerated course that covers in one term the material taught in FREN 110 and 120. Practice in all language skills, with emphasis on communicative proficiency. Admits to FREN 145. Conducted entirely in French.</p>","['YCL1', 'YCL2']",61,['Constance Sherak'],['12453219'],[],"['M-F 9.25-11.15', '1 HTBA HQ 227']","['HQ 227', '1 HTBA HQ 227']",[],"<p class=""prerequisites"">For students of superior linguistic ability. No preregistration required.</p>",,YC,Yale College,[],01,A,,Intensive Elementary French,FREN,FREN125,https://yale.instructure.com/courses/98289/assignments/syllabus,202403
A,130,Intermediate and Advanced French I,11380,FREN,"<p>The first half of a two-term sequence designed to develop students' proficiency in the four language skill areas. Prepares students for further work in literary, language, and cultural studies, as well as for nonacademic use of French. Oral communication skills, writing practice, vocabulary expansion, and a comprehensive review of fundamental grammatical structures are integrated with the study of short stories, novels, and films. Admits to FREN 140.</p>",['YCL3'],61,['Mourad Boumlik'],['24287538'],[],['M-F 9.25-10.15'],['LC 208'],[],"<p class=""prerequisites"">Conducted entirely in French. After FREN 120, 121, or a satisfactory placement test score.</p>",,YC,Yale College,[],01,A,,Intermediate&AdvancedFrench I,FREN,FREN130,https://yale.instructure.com/courses/98293/assignments/syllabus,202403
A,130,Intermediate and Advanced French I,11381,FREN,"<p>The first half of a two-term sequence designed to develop students' proficiency in the four language skill areas. Prepares students for further work in literary, language, and cultural studies, as well as for nonacademic use of French. Oral communication skills, writing practice, vocabulary expansion, and a comprehensive review of fundamental grammatical structures are integrated with the study of short stories, novels, and films. Admits to FREN 140.</p>",['YCL3'],61,['Matuku Ngame'],['11252781'],[],['M-F 9.25-10.15'],['LC 205'],[],"<p class=""prerequisites"">Conducted entirely in French. After FREN 120, 121, or a satisfactory placement test score.</p>",,YC,Yale College,[],02,A,,Intermediate&AdvancedFrench I,FREN,FREN130,https://yale.instructure.com/courses/98298/assignments/syllabus,202403
A,130,Intermediate and Advanced French I,11382,FREN,"<p>The first half of a two-term sequence designed to develop students' proficiency in the four language skill areas. Prepares students for further work in literary, language, and cultural studies, as well as for nonacademic use of French. Oral communication skills, writing practice, vocabulary expansion, and a comprehensive review of fundamental grammatical structures are integrated with the study of short stories, novels, and films. Admits to FREN 140.</p>",['YCL3'],61,['Nam Nguyen'],['24537217'],[],['M-F 10.30-11.20'],['KT 201'],[],"<p class=""prerequisites"">Conducted entirely in French. After FREN 120, 121, or a satisfactory placement test score.</p>",,YC,Yale College,[],03,A,,Intermediate&AdvancedFrench I,FREN,FREN130,https://yale.instructure.com/courses/98303/assignments/syllabus,202403
A,130,Intermediate and Advanced French I,11383,FREN,"<p>The first half of a two-term sequence designed to develop students' proficiency in the four language skill areas. Prepares students for further work in literary, language, and cultural studies, as well as for nonacademic use of French. Oral communication skills, writing practice, vocabulary expansion, and a comprehensive review of fundamental grammatical structures are integrated with the study of short stories, novels, and films. Admits to FREN 140.</p>",['YCL3'],61,['Matuku Ngame'],['11252781'],[],['M-F 10.30-11.20'],['LC 205'],[],"<p class=""prerequisites"">Conducted entirely in French. After FREN 120, 121, or a satisfactory placement test score.</p>",,YC,Yale College,[],04,A,,Intermediate&AdvancedFrench I,FREN,FREN130,https://yale.instructure.com/courses/98307/assignments/syllabus,202403
A,130,Intermediate and Advanced French I,11384,FREN,"<p>The first half of a two-term sequence designed to develop students' proficiency in the four language skill areas. Prepares students for further work in literary, language, and cultural studies, as well as for nonacademic use of French. Oral communication skills, writing practice, vocabulary expansion, and a comprehensive review of fundamental grammatical structures are integrated with the study of short stories, novels, and films. Admits to FREN 140.</p>",['YCL3'],61,['Mourad Boumlik'],['24287538'],[],['M-F 11.35-12.25'],['LC 208'],[],"<p class=""prerequisites"">Conducted entirely in French. After FREN 120, 121, or a satisfactory placement test score.</p>",,YC,Yale College,[],05,A,,Intermediate&AdvancedFrench I,FREN,FREN130,https://yale.instructure.com/courses/98312/assignments/syllabus,202403
A,140,Intermediate and Advanced French II,11385,FREN,"<p>The second half of a two-term sequence designed to develop students' proficiency in the four language skill areas. Introduction of more complex grammatical structures. Films and other authentic media accompany literary readings from throughout the francophone world, culminating with the reading of a longer novel and in-class presentation of student research projects. Admits to FREN 150.</p>",['YCL4'],61,['Saly Touré'],['25379516'],[],['M-F 9.25-10.15'],['WLH 210'],[],"<p class=""prerequisites"">Conducted entirely in French. After FREN 130 or a satisfactory placement test score.</p>",,YC,Yale College,[],01,A,,Intermed & Advanced French II,FREN,FREN140,https://yale.instructure.com/courses/98317/assignments/syllabus,202403
A,140,Intermediate and Advanced French II,11387,FREN,"<p>The second half of a two-term sequence designed to develop students' proficiency in the four language skill areas. Introduction of more complex grammatical structures. Films and other authentic media accompany literary readings from throughout the francophone world, culminating with the reading of a longer novel and in-class presentation of student research projects. Admits to FREN 150.</p>",['YCL4'],61,['Apolline Cuchet'],['25375045'],[],['M-F 10.30-11.20'],['LC 318'],[],"<p class=""prerequisites"">Conducted entirely in French. After FREN 130 or a satisfactory placement test score.</p>",,YC,Yale College,[],02,A,,Intermed & Advanced French II,FREN,FREN140,https://yale.instructure.com/courses/98323/assignments/syllabus,202403
A,140,Intermediate and Advanced French II,11389,FREN,"<p>The second half of a two-term sequence designed to develop students' proficiency in the four language skill areas. Introduction of more complex grammatical structures. Films and other authentic media accompany literary readings from throughout the francophone world, culminating with the reading of a longer novel and in-class presentation of student research projects. Admits to FREN 150.</p>",['YCL4'],61,['Soumia Koundi'],['10681581'],[],['M-F 10.30-11.20'],['WALL81 401'],[],"<p class=""prerequisites"">Conducted entirely in French. After FREN 130 or a satisfactory placement test score.</p>",,YC,Yale College,[],03,A,,Intermed & Advanced French II,FREN,FREN140,https://yale.instructure.com/courses/98327/assignments/syllabus,202403
